Application_order,Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
4,1,132.0,120.8,1,0,1,1,1,0,5,4,10.8,0,5,2,12.5,1
2,1,110.0,136.5,0,0,1,1,0,0,5,0,0.0,0,5,0,0.0,1
1,1,130.0,122.0,0,1,0,1,0,3,10,6,11.428571428571429,2,7,4,12.0,1
1,1,130.0,130.0,0,0,1,1,0,8,14,8,12.5,6,13,10,11.6,1
1,1,133.1,98.0,0,0,1,1,0,0,6,0,0.0,0,6,0,0.0,1
3,1,135.0,121.0,1,0,1,1,1,0,5,5,12.75,0,5,5,11.5,0
1,1,140.0,130.0,0,0,1,1,0,0,6,0,0.0,0,6,0,0.0,1
2,1,131.0,132.8,1,0,1,1,0,0,6,6,14.428571428571429,0,6,6,14.571428571428571,0
1,1,131.0,126.3,0,0,1,1,0,0,7,7,12.492857142857144,0,8,8,11.7125,0
1,0,100.0,111.5,0,0,1,1,0,2,8,4,11.5,2,8,4,11.0,1
1,0,140.0,118.2,0,0,1,1,0,0,5,5,11.2,0,5,5,12.8,0
1,1,124.0,115.6,1,0,0,1,0,0,5,3,12.0,0,5,3,11.0,1
1,1,130.0,117.8,1,0,1,1,0,0,8,7,15.885714285714286,0,8,7,15.885714285714286,0
1,1,142.0,127.0,0,1,0,1,0,0,7,4,12.94,0,7,4,11.58,1
1,0,150.0,140.0,0,0,0,1,0,0,6,6,14.0,0,6,6,14.166666666666666,0
1,1,110.0,106.0,1,0,1,1,0,0,0,0,0.0,0,0,0,0.0,0
1,1,110.0,151.0,0,1,0,1,0,0,7,0,0.0,0,8,0,0.0,1
1,0,112.0,106.4,0,0,1,1,0,0,5,0,0.0,0,5,0,0.0,1
1,0,100.0,125.3,1,0,1,1,0,0,5,4,11.25,0,5,3,11.0,1
1,1,130.0,130.0,0,0,1,1,0,0,5,0,0.0,0,5,0,0.0,1
1,0,133.1,116.0,0,0,0,0,0,0,6,4,11.25,0,6,0,0.0,1
2,0,100.0,100.0,1,0,1,0,0,0,6,5,11.8,1,6,3,10.666666666666666,0
2,1,130.0,118.5,1,0,1,1,0,5,10,8,11.625,4,10,10,11.181818181818182,0
2,1,129.0,118.9,1,0,1,1,0,0,6,0,0.0,0,5,0,0.0,1
2,1,127.0,119.3,1,0,1,1,1,0,6,4,10.25,0,6,4,11.25,1
1,0,140.0,135.8,1,0,1,1,0,14,15,15,10.8,13,14,14,11.357142857142858,0
1,1,130.0,130.0,1,0,0,1,1,5,12,11,12.545454545454543,4,11,11,12.666666666666666,0
1,1,140.0,150.0,0,0,1,1,0,0,6,0,0.0,0,6,0,0.0,1
1,0,133.1,111.9,1,0,1,1,0,0,5,0,0.0,0,5,0,0.0,1
1,1,120.0,150.1,1,0,1,1,0,0,6,6,14.77777777777778,0,6,5,12.2,0
1,1,133.1,130.0,0,0,1,1,0,0,3,0,0.0,0,4,0,0.0,1
2,1,120.0,128.0,0,0,1,1,0,0,2,0,0.0,0,2,0,0.0,1
2,1,133.1,102.5,0,0,0,1,0,0,4,0,0.0,0,5,0,0.0,1
2,0,133.1,102.5,0,0,0,1,0,0,5,0,0.0,0,5,0,0.0,1
2,1,100.0,110.0,0,0,1,1,1,0,5,5,11.4,0,5,5,11.6,0
1,1,133.1,114.0,0,0,1,1,0,3,9,6,11.666666666666666,2,7,6,10.857142857142858,1
1,1,120.0,128.2,1,0,1,1,0,6,10,7,11.285714285714286,2,8,5,13.0,1
1,1,128.0,116.5,0,0,1,1,1,0,6,4,11.5,0,6,5,12.6,0
1,0,172.0,149.3,0,0,1,1,1,0,5,5,16.0,0,5,5,16.0,0
3,1,146.0,134.1,1,0,1,1,1,0,6,6,12.5,0,6,6,12.666666666666666,1
1,1,150.0,133.5,1,0,1,1,0,0,5,5,13.0,0,5,5,12.6,0
1,1,130.0,110.0,0,0,1,1,0,8,18,13,13.714285714285714,7,12,12,12.083333333333334,0
4,1,111.0,107.5,1,0,1,1,1,0,5,3,12.333333333333334,0,6,3,12.5,1
1,1,130.0,130.0,1,0,0,1,0,11,17,11,12.727272727272728,10,12,10,12.7,1
1,1,170.0,111.6,0,0,1,1,0,1,5,1,14.0,0,5,0,0.0,1
3,1,133.1,101.0,1,0,0,1,0,0,5,0,0.0,0,5,0,0.0,1
1,1,120.0,128.2,0,0,1,1,0,0,5,0,0.0,0,5,1,10.0,1
1,1,110.0,150.0,0,0,1,1,0,0,6,6,18.875,6,12,12,17.692307692307693,0
1,1,133.1,142.8,0,0,1,1,0,0,6,0,0.0,0,6,0,0.0,1
1,0,150.0,150.0,1,0,1,1,0,3,7,7,13.5,0,5,5,16.2,1
1,1,133.1,156.5,0,0,1,1,0,7,11,2,15.0,4,9,3,10.0,0
1,1,120.0,98.6,0,1,0,1,0,0,5,0,0.0,0,5,0,0.0,1
1,0,130.0,130.0,0,0,1,1,0,9,9,9,14.22222222222222,5,5,5,12.8,1
1,1,100.0,120.0,0,1,0,1,0,2,7,4,12.0,0,6,0,0.0,1
1,1,142.0,127.7,1,0,1,1,0,0,5,5,12.6,0,5,4,12.0,0
1,1,148.0,147.7,0,0,1,1,1,0,5,0,0.0,0,5,0,0.0,1
1,1,170.0,170.0,1,0,1,1,0,0,6,6,14.5,0,6,6,15.3,0
1,1,110.0,110.2,0,0,1,1,0,0,6,6,14.5,0,6,6,13.5,0
2,1,135.0,121.0,0,0,1,1,0,0,5,0,0.0,0,5,0,0.0,1
1,1,133.0,129.9,0,0,1,1,0,0,5,5,11.6,0,5,5,13.2,0
1,1,133.1,132.0,0,0,1,1,0,0,6,4,11.75,0,6,0,0.0,1
3,1,121.0,125.9,1,0,1,1,0,0,6,0,0.0,0,6,0,0.0,1
1,1,159.0,165.7,1,0,1,1,0,0,0,0,0.0,0,0,0,0.0,1
5,1,130.0,122.7,1,1,1,1,1,0,6,0,0.0,0,6,0,0.0,1
1,0,121.0,141.4,0,1,0,1,0,0,5,4,11.25,0,5,4,11.8,1
1,1,133.1,156.4,1,1,1,1,0,0,6,5,11.571428571428571,0,6,0,0.0,1
1,1,125.0,131.7,1,0,1,1,0,3,6,4,12.75,3,9,3,12.666666666666666,1
2,1,120.0,104.7,1,0,1,1,0,0,4,0,0.0,0,5,0,0.0,1
1,1,110.0,110.0,0,0,0,1,0,0,5,0,0.0,0,5,0,0.0,1
1,1,120.0,129.1,1,0,1,1,0,0,6,4,11.25,0,6,3,10.333333333333334,1
1,1,133.1,120.0,0,0,0,1,0,0,6,0,0.0,0,6,0,0.0,1
1,1,133.1,127.0,0,0,1,1,0,0,6,6,14.333333333333334,0,6,6,15.0,0
1,0,133.1,151.5,0,1,0,1,0,0,6,0,0.0,0,5,0,0.0,1
2,1,130.0,126.8,1,0,1,1,1,18,23,20,13.5,18,23,20,13.5,0
1,1,128.0,125.6,1,0,1,1,0,0,7,7,12.444285714285714,0,8,7,11.347142857142858,0
2,1,140.0,127.8,1,0,1,1,0,0,5,3,10.666666666666666,0,5,3,11.333333333333334,1
1,1,140.0,131.3,0,0,1,1,1,1,6,6,12.666666666666666,1,6,5,12.4,0
1,0,120.0,155.7,0,0,1,1,0,0,5,5,13.2,0,5,5,14.833333333333334,0
1,1,130.0,128.5,0,0,1,1,0,7,12,10,12.7,5,12,11,12.181818181818182,0
1,1,100.0,170.0,0,0,1,1,0,0,5,5,14.833333333333334,0,5,5,14.8,0
1,1,133.1,100.0,0,0,0,1,0,4,10,4,11.5,1,7,1,12.0,1
1,1,110.0,107.2,0,0,1,1,0,0,6,0,0.0,0,6,0,0.0,1
1,1,147.0,139.3,1,0,1,1,0,0,5,0,0.0,0,5,0,0.0,1
2,1,137.0,122.3,1,0,1,1,1,0,6,6,14.714285714285714,0,6,6,12.5,0
1,0,120.0,128.5,0,1,0,1,0,2,8,4,10.5,5,10,7,10.428571428571429,1
1,1,133.1,150.0,0,0,1,1,0,0,6,6,15.0,0,6,5,12.5,0
1,1,142.0,136.1,0,1,1,1,1,0,6,6,12.666666666666666,0,6,6,14.0,0
1,1,100.0,128.0,1,0,1,1,0,0,6,6,13.166666666666666,0,6,6,13.666666666666666,0
1,1,149.0,158.1,1,0,1,1,1,0,0,0,0.0,0,0,0,0.0,0
2,0,110.0,108.7,1,0,1,0,0,0,6,6,13.0,0,6,6,12.5,0
1,1,133.1,110.0,0,0,1,1,1,0,0,0,0.0,0,0,0,0.0,1
1,1,133.1,120.0,0,1,1,0,0,0,6,2,10.0,0,6,1,15.0,1
1,1,150.0,150.0,0,0,1,0,0,2,6,6,13.333333333333334,1,6,5,13.375,0
1,0,133.1,113.0,0,0,1,0,0,0,6,3,12.333333333333334,0,6,6,13.333333333333334,0
1,1,121.0,118.6,0,0,1,0,0,14,21,20,13.181818181818182,10,14,14,11.642857142857142,0
1,1,133.1,148.8,0,0,1,0,1,0,7,6,12.513333333333334,0,8,7,13.071428571428571,0
3,1,122.0,120.3,1,0,1,0,0,0,6,0,0.0,0,6,0,0.0,1
6,1,143.0,127.0,1,0,1,0,1,0,8,7,13.585714285714284,0,8,7,13.585714285714284,0
1,1,123.0,113.8,1,0,1,0,0,0,7,7,11.155555555555557,0,8,8,11.425,0
1,0,120.0,108.0,0,0,1,1,1,1,7,6,11.857142857142858,1,6,5,12.0,0
1,1,114.0,129.1,0,0,1,1,1,0,0,0,0.0,0,0,0,0.0,0
1,1,114.0,135.9,0,0,1,1,0,9,14,14,14.0,7,13,13,13.615384615384617,0
2,1,154.4,154.4,1,0,0,0,0,0,6,5,12.0,0,6,0,0.0,1
4,1,136.0,132.5,1,0,1,0,0,0,7,7,13.198571428571428,0,8,8,13.0625,0
2,1,163.3,163.3,0,0,1,0,0,0,6,6,13.5,0,6,6,12.0,0
1,1,126.0,122.5,1,0,1,0,0,0,6,6,13.333333333333334,0,6,5,12.8,1
1,1,137.0,131.8,0,0,1,0,1,0,6,6,12.166666666666666,0,6,4,12.0,0
3,1,139.0,135.0,1,0,1,0,1,0,8,7,12.214285714285714,0,8,7,12.214285714285714,0
1,1,142.0,141.7,0,0,1,0,1,0,6,6,12.666666666666666,0,6,6,13.0,0
3,1,133.1,131.3,1,0,1,0,1,0,6,6,12.285714285714286,0,6,6,13.5,0
6,1,126.0,123.9,1,0,1,0,1,0,6,6,13.0,0,6,6,13.0,0
2,1,131.0,126.1,1,0,1,0,0,0,6,6,12.142857142857142,0,6,6,11.166666666666666,0
6,1,131.0,126.5,1,0,1,0,1,0,7,7,13.875714285714285,0,8,7,13.085714285714284,0
1,1,108.0,107.3,0,0,1,0,0,0,6,0,0.0,0,6,0,0.0,1
4,1,133.1,95.0,1,0,1,0,1,0,6,6,11.666666666666666,0,6,0,0.0,1
2,1,122.0,116.1,1,0,1,0,0,0,6,6,13.153846153846152,0,6,3,11.0,0
4,1,143.0,134.6,1,0,1,0,1,0,6,6,14.5,0,6,6,12.833333333333334,1
6,1,135.0,128.0,1,0,1,0,1,0,7,7,14.44142857142857,0,8,8,13.65625,0
2,1,148.0,144.2,1,0,1,0,0,0,6,6,15.166666666666666,0,6,6,14.285714285714286,0
1,1,134.0,129.5,0,0,1,0,1,0,5,5,11.6,0,5,4,12.625,0
1,1,122.0,116.8,1,1,1,0,0,0,6,6,11.666666666666666,0,6,6,12.333333333333334,0
1,1,160.0,160.0,0,0,1,0,1,0,6,6,12.625,0,6,6,13.2,0
2,1,126.0,127.1,1,0,1,0,1,0,6,3,12.666666666666666,0,6,6,11.0,0
1,1,115.0,112.9,1,0,1,0,1,0,6,6,11.857142857142858,0,6,6,13.142857142857142,0
1,1,130.0,121.6,0,0,1,0,0,0,6,6,14.714285714285714,0,6,6,15.833333333333334,0
1,1,130.0,130.0,0,1,1,0,0,0,6,6,13.5,0,6,5,13.0,0
1,1,135.0,121.7,1,0,1,0,1,0,5,4,11.5,0,5,5,12.4,0
1,1,120.0,120.0,0,0,1,0,0,2,5,2,14.0,0,5,0,0.0,1
1,1,148.0,143.5,0,0,1,0,1,0,7,6,12.833333333333334,0,6,0,0.0,1
2,1,136.0,128.3,0,0,1,0,1,0,7,7,13.428571428571429,0,8,8,14.75,0
1,1,108.0,111.9,0,0,1,0,0,0,6,0,0.0,0,6,0,0.0,1
3,1,153.0,137.6,1,0,1,0,0,0,6,6,16.0,0,6,6,14.333333333333334,0
1,1,135.0,135.0,1,0,1,0,0,0,6,6,13.833333333333334,0,6,6,11.833333333333334,0
5,1,146.0,133.8,1,0,1,0,0,0,8,8,13.2325,0,8,8,13.2325,0
2,1,130.0,126.9,1,0,1,1,1,0,6,6,14.0,0,6,6,14.166666666666666,0
2,1,113.0,106.7,1,1,1,1,1,0,6,2,10.0,0,6,0,0.0,1
1,0,145.7,145.7,1,0,1,0,0,8,16,15,13.333333333333334,11,13,11,12.272727272727272,0
1,0,126.0,118.7,0,0,1,0,0,0,6,6,12.5,0,6,6,11.5,0
1,0,160.0,161.8,1,1,1,1,0,0,5,2,10.5,0,5,0,0.0,1
1,1,130.0,130.0,0,0,1,0,0,0,5,4,12.0,0,5,5,11.4,0
1,1,156.0,136.8,1,0,1,0,0,0,6,6,14.0,0,6,6,13.5,1
5,1,141.0,130.9,1,0,1,0,0,0,6,6,13.5,0,6,5,12.6,0
3,1,143.0,127.0,1,0,1,0,0,0,8,8,13.07375,0,8,8,13.07375,0
1,1,133.1,120.0,0,0,1,0,0,0,7,2,10.75,0,7,0,0.0,1
1,1,172.0,153.8,1,0,1,0,1,0,6,6,14.0,0,6,6,13.333333333333334,0
1,1,140.0,140.0,0,0,1,1,0,0,6,6,12.333333333333334,0,6,6,13.428571428571429,0
1,1,142.0,136.6,0,0,1,0,1,0,7,7,13.464285714285714,0,8,8,14.788888888888888,0
2,1,148.0,140.0,1,0,1,0,1,0,6,6,13.666666666666666,0,6,6,14.666666666666666,0
4,1,137.0,130.8,0,1,1,0,0,0,8,8,14.4025,0,8,8,14.4025,0
1,1,143.0,138.8,1,0,1,0,0,0,7,7,15.46875,0,8,8,16.3875,0
1,1,133.1,110.0,0,1,1,0,0,0,6,6,12.625,0,6,6,14.166666666666666,0
4,1,138.0,127.8,1,0,1,0,0,0,7,6,14.983333333333334,0,7,6,14.983333333333334,0
3,1,138.0,134.2,1,0,1,0,1,0,6,6,15.0,0,6,6,13.0,0
1,0,150.0,143.0,0,0,1,0,0,5,9,9,15.88888888888889,3,7,7,14.142857142857142,0
1,1,120.0,120.0,1,1,1,0,0,0,6,4,11.5,0,6,3,11.0,1
4,1,110.0,113.2,1,0,1,0,0,0,6,2,10.5,0,6,1,10.0,1
4,1,146.0,135.8,1,0,1,0,0,0,7,6,13.983333333333334,0,7,6,13.983333333333334,0
1,1,148.0,143.5,0,0,1,0,0,0,6,6,13.0,0,6,6,12.833333333333334,0
1,1,145.0,148.9,1,0,1,0,1,0,6,6,13.666666666666666,0,6,6,13.0,0
1,1,133.1,115.6,1,0,0,0,0,0,6,0,0.0,0,6,0,0.0,1
1,1,160.0,159.3,0,0,1,0,0,0,5,5,14.4,0,5,5,15.4,0
1,1,130.0,133.2,1,0,1,0,0,0,6,6,14.166666666666666,0,6,6,13.666666666666666,0
2,0,120.0,117.6,1,0,1,0,0,0,6,5,12.2,0,6,6,12.0,0
1,1,120.0,122.6,0,0,1,0,0,0,6,3,12.333333333333334,0,6,2,10.5,1
1,1,133.1,100.0,0,0,1,0,0,0,6,0,0.0,0,6,0,0.0,1
1,1,130.0,130.0,0,0,1,0,0,4,9,9,10.88888888888889,3,10,10,11.615384615384617,0
1,1,120.0,122.8,0,0,1,0,0,0,7,6,12.166666666666666,0,8,8,11.675,1
1,1,135.0,145.9,0,0,1,0,1,0,6,6,12.666666666666666,0,6,6,12.166666666666666,0
1,1,133.1,143.0,1,1,1,0,0,0,6,5,11.4,0,6,5,12.2,1
1,1,145.0,100.0,0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,1
3,1,138.0,125.1,1,0,1,0,1,0,6,6,13.5,0,6,5,12.8,1
3,1,126.0,120.8,1,0,1,0,0,0,6,6,12.285714285714286,0,6,6,12.833333333333334,0
5,1,121.0,114.0,1,0,0,0,0,0,5,0,0.0,0,5,0,0.0,1
1,1,152.0,132.1,1,0,1,0,0,0,6,2,10.5,0,6,1,13.0,1
1,1,160.0,160.0,0,0,1,0,0,0,5,3,14.0,0,5,5,12.0,0
1,1,134.0,134.0,1,0,1,0,0,2,5,5,14.2,0,5,5,12.2,0
1,1,128.0,124.2,1,0,1,0,0,0,6,5,13.0,0,6,6,13.142857142857142,1
4,1,125.0,115.6,1,0,1,0,0,0,6,6,11.0,0,6,4,12.75,0
1,0,130.0,128.2,0,0,1,0,0,3,8,3,11.0,2,7,2,10.0,1
2,1,138.0,132.8,1,0,1,0,0,0,7,6,12.385714285714286,0,8,8,13.755555555555556,0
2,1,121.0,123.1,1,0,1,1,0,0,6,4,14.75,0,6,4,12.25,0
1,1,134.0,125.6,1,0,1,0,0,0,5,5,16.166666666666668,0,5,5,15.833333333333334,0
1,0,130.0,115.0,0,0,1,1,0,0,5,0,0.0,0,5,0,0.0,1
4,1,126.0,123.6,1,0,1,1,0,0,5,5,12.4,0,5,3,13.0,1
1,1,148.0,141.7,0,0,0,1,0,0,6,5,11.6,0,6,4,13.0,1
1,1,160.0,139.0,1,0,1,0,1,0,6,5,12.2,0,6,0,0.0,1
1,1,118.0,118.0,0,0,1,0,1,0,6,5,11.0,0,6,5,12.8,0
2,1,150.0,142.0,1,0,1,0,1,0,6,6,12.333333333333334,0,6,5,12.4,1
1,1,140.0,143.4,0,0,1,0,1,3,6,6,14.833333333333334,2,6,6,12.571428571428571,0
1,1,110.0,105.1,1,0,1,0,1,0,6,6,12.0,0,6,6,11.833333333333334,0
1,0,140.0,138.0,1,1,1,0,1,13,13,11,12.727272727272728,9,11,10,12.6,0
1,0,133.1,114.7,0,0,1,0,0,2,2,2,10.5,1,1,1,11.0,1
4,1,140.0,130.5,1,0,1,0,0,0,6,6,12.333333333333334,0,6,6,12.0,0
1,0,110.0,134.3,0,0,1,1,0,0,5,0,0.0,0,5,1,12.0,1
1,1,148.0,137.5,0,0,1,1,0,0,7,7,14.842857142857143,0,8,8,14.38888888888889,0
1,0,130.0,152.1,0,0,1,1,0,0,5,2,11.0,0,5,1,12.0,1
1,1,132.0,126.1,0,0,1,1,0,0,6,4,10.75,0,6,0,0.0,1
1,1,130.0,136.0,1,0,1,1,0,0,8,8,12.55375,0,8,8,12.55375,0
4,1,128.0,124.3,1,0,1,1,0,0,8,7,12.665714285714284,0,8,7,12.665714285714284,0
2,1,133.1,136.1,0,0,1,1,0,0,7,2,11.75,0,5,0,0.0,1
2,1,120.0,115.1,1,0,0,1,0,0,6,3,11.0,0,6,0,0.0,1
2,1,145.0,143.6,1,0,1,1,0,0,0,0,0.0,0,0,0,0.0,0
1,1,127.0,115.8,1,0,1,1,0,0,5,5,13.4,0,5,5,12.2,0
2,1,135.0,149.0,1,0,1,1,0,14,17,17,12.578947368421051,15,17,17,12.117647058823527,0
1,1,133.1,100.0,0,0,1,1,0,0,5,0,0.0,0,5,0,0.0,1
1,1,125.0,133.4,1,0,1,1,1,0,6,6,12.0,0,6,6,11.5,0
5,1,127.0,122.8,0,0,1,1,0,0,6,3,12.333333333333334,0,6,0,0.0,1
1,0,133.1,151.2,0,0,1,1,0,0,5,4,11.5,0,5,3,13.5,1
1,1,150.0,137.0,0,0,1,1,0,1,6,5,12.8,1,6,5,13.833333333333334,0
1,1,133.1,118.0,0,0,1,1,0,0,0,0,0.0,0,0,0,0.0,1
1,1,130.0,130.0,0,1,0,1,0,0,6,4,11.8,0,6,2,12.0,1
1,0,133.1,112.5,0,0,1,1,0,6,13,6,11.333333333333334,2,11,2,13.5,1
1,1,125.0,118.3,0,0,1,1,0,0,8,5,12.002,0,8,5,12.002,1
1,1,140.0,140.0,0,0,0,1,0,0,6,5,15.2,1,6,1,11.0,1
1,1,110.0,109.0,0,0,1,1,1,0,6,6,13.142857142857142,0,6,6,14.166666666666666,0
2,1,133.1,110.0,0,0,1,1,0,0,5,0,0.0,0,5,0,0.0,1
5,1,124.0,119.8,0,0,1,1,0,0,8,7,13.867142857142856,0,8,7,13.867142857142856,0
1,1,114.0,130.0,0,0,1,1,0,0,8,6,12.675,0,8,6,12.675,0
1,1,155.0,167.3,1,0,1,1,0,0,0,0,0.0,0,0,0,0.0,0
1,1,133.1,136.0,1,0,1,1,0,0,0,0,0.0,0,0,0,0.0,1
1,1,125.0,124.0,0,0,1,1,1,0,6,6,11.0,0,6,5,12.2,1
1,0,120.0,132.9,0,0,1,1,0,0,5,4,10.75,0,5,4,11.333333333333334,1
1,1,100.0,154.0,1,0,1,1,0,0,6,5,14.2,0,6,6,14.166666666666666,0
1,1,133.1,115.0,0,0,0,1,0,0,7,4,12.6,0,7,4,11.575,1
1,0,120.0,96.0,1,0,0,1,0,0,5,0,0.0,0,5,0,0.0,1
1,0,120.0,168.2,0,0,1,1,0,0,5,5,14.0,0,5,5,14.166666666666666,0
1,1,110.0,140.0,0,1,0,1,0,0,6,2,10.0,0,6,4,12.25,1
4,1,144.0,137.4,1,0,1,1,0,0,6,6,13.833333333333334,0,6,6,13.125,0
1,0,133.1,150.0,0,0,0,1,0,0,5,2,11.0,0,5,1,11.0,1
1,0,133.1,148.5,0,0,1,1,0,0,6,4,12.25,0,5,0,0.0,1
1,0,120.0,138.7,0,0,1,1,0,0,5,5,13.8,0,5,5,13.666666666666666,0
2,1,120.0,117.2,0,0,1,1,0,0,6,3,12.0,0,6,1,11.0,1
1,1,134.0,125.3,1,0,1,1,1,0,6,4,13.75,0,6,6,11.555555555555555,0
1,1,110.0,140.0,0,0,1,1,0,0,7,0,0.0,0,8,2,13.15,1
1,0,130.0,124.0,0,0,1,1,0,1,5,5,13.833333333333334,0,5,5,15.4,0
1,0,150.0,127.0,0,0,1,1,0,0,5,5,15.8,0,5,5,16.8,0
1,1,100.0,110.0,0,0,1,1,0,11,14,12,12.52608695652174,11,14,12,12.52608695652174,0
1,1,133.1,170.0,0,0,1,1,0,0,7,6,12.783333333333331,0,8,0,0.0,1
1,0,120.0,120.0,0,1,0,1,0,0,5,0,0.0,0,5,1,10.0,1
1,1,133.1,130.0,0,0,1,1,0,0,5,3,13.0,0,5,3,10.666666666666666,0
1,1,130.0,130.0,0,0,1,1,0,0,6,0,0.0,0,6,0,0.0,1
1,1,140.0,120.0,0,1,0,1,0,0,4,0,0.0,0,5,0,0.0,1
1,1,145.0,132.8,1,0,0,1,0,0,6,2,12.0,0,6,0,0.0,1
1,1,133.1,100.0,0,0,1,1,0,0,5,4,10.75,0,5,2,11.0,1
1,1,127.0,121.8,0,0,1,1,0,0,5,5,11.6,0,5,4,13.5,0
4,1,114.0,109.5,1,0,1,1,1,0,5,5,11.8,0,5,4,11.6,0
1,1,140.0,138.3,0,0,1,1,0,0,6,6,16.0,0,6,6,15.166666666666666,0
2,1,140.0,131.6,0,0,1,1,1,0,6,6,12.666666666666666,0,6,6,11.5,0
1,1,133.1,101.5,0,1,0,1,0,0,6,0,0.0,0,6,0,0.0,1
1,1,123.9,123.9,0,0,1,1,0,2,7,5,12.6,5,9,8,12.75,1
1,1,157.0,143.0,0,0,1,1,0,0,8,7,13.4,0,8,7,13.4,0
1,1,127.0,126.3,1,1,1,1,0,0,0,0,0.0,0,0,0,0.0,1
1,1,120.0,113.3,0,0,1,1,0,0,6,1,10.0,0,6,0,0.0,1
1,1,130.0,119.9,1,1,1,1,0,0,5,0,0.0,0,5,0,0.0,1
1,1,140.0,140.0,0,0,1,1,0,0,6,3,11.25,0,6,4,11.2,1
2,1,143.0,100.0,1,0,1,1,0,0,5,3,10.666666666666666,0,5,1,14.0,1
1,1,125.0,132.4,0,0,1,1,0,0,5,4,11.75,0,5,5,13.4,0
1,1,136.0,137.1,0,0,1,1,0,0,5,0,0.0,0,5,0,0.0,1
3,1,157.0,138.1,1,0,1,0,0,0,6,6,12.666666666666666,0,6,6,14.125,0
1,1,116.0,109.7,1,0,1,0,0,0,6,5,14.0,0,6,6,15.666666666666666,0
1,0,113.0,128.2,0,0,0,0,0,0,6,0,0.0,0,6,0,0.0,1
2,1,130.0,117.8,0,1,1,0,1,0,5,2,11.5,0,5,0,0.0,1
1,1,150.0,150.0,1,0,1,0,0,0,6,6,12.0,0,6,5,12.8,0
1,1,110.0,160.0,1,1,1,0,0,0,6,6,16.428571428571427,0,6,6,16.666666666666668,1
5,1,101.0,104.5,1,0,1,0,1,0,7,5,13.336000000000002,0,8,7,13.207142857142856,0
1,1,133.1,100.0,0,0,1,0,0,2,7,7,14.666666666666666,1,6,6,14.0,0
1,1,138.0,132.5,1,0,1,0,0,0,8,7,14.115714285714288,0,8,7,14.115714285714288,0
4,1,138.0,123.3,1,0,1,0,1,0,6,6,14.857142857142858,0,6,6,13.11111111111111,0
2,1,141.0,128.9,1,0,1,0,1,0,6,6,13.833333333333334,0,6,6,13.714285714285714,0
2,1,133.0,120.1,1,0,1,0,1,0,5,2,10.0,0,5,2,12.0,1
1,1,100.0,160.0,1,0,1,0,1,0,8,6,12.415,0,8,6,12.415,0
1,1,150.0,150.0,1,0,1,0,0,1,6,5,14.428571428571429,1,6,6,13.428571428571429,0
2,1,129.0,124.0,1,0,1,0,1,0,8,7,14.312857142857142,0,8,7,14.312857142857142,0
1,1,133.0,120.4,1,0,1,0,0,0,5,4,12.0,0,5,5,13.4,0
1,1,133.0,131.6,0,0,1,0,0,0,6,6,13.833333333333334,0,6,6,13.714285714285714,0
1,1,107.0,104.2,1,0,1,0,0,0,6,6,12.166666666666666,0,6,6,12.142857142857142,0
4,1,136.0,121.7,1,0,1,0,1,0,6,5,13.2,0,6,5,13.6,0
1,1,125.0,126.0,1,1,1,0,0,0,7,6,15.4,0,7,6,15.4,0
4,1,137.0,128.4,1,0,1,0,1,0,7,7,13.385714285714286,0,8,8,15.925,0
1,1,144.0,134.9,1,1,1,0,0,0,6,6,10.857142857142858,0,6,4,11.0,1
2,1,146.0,143.9,0,0,1,0,0,0,5,5,11.333333333333334,0,5,5,12.0,0
4,1,145.0,145.0,1,0,1,0,1,0,5,4,14.5,0,5,5,13.6,0
2,1,126.0,132.0,1,0,1,0,1,0,6,6,14.166666666666666,0,6,6,12.375,0
1,0,141.0,136.1,0,0,1,0,0,0,6,6,12.833333333333334,0,6,6,12.0,0
1,1,141.0,138.9,0,0,1,0,0,0,6,6,13.333333333333334,0,6,6,14.5,0
1,1,133.1,102.0,1,0,1,0,1,0,6,6,13.666666666666666,0,6,6,14.571428571428571,0
1,1,133.1,123.0,0,1,0,0,1,0,6,6,10.833333333333334,0,6,5,11.0,1
2,1,127.0,137.5,1,0,1,0,0,0,6,6,13.428571428571429,0,6,6,13.142857142857142,0
1,1,130.0,105.3,0,0,0,1,0,0,6,0,0.0,0,6,0,0.0,1
1,0,110.0,130.0,0,0,0,1,0,0,4,0,0.0,0,5,0,0.0,1
1,0,150.0,122.5,0,0,1,1,0,0,5,4,11.5,0,5,5,11.6,1
1,1,160.0,112.0,0,0,0,1,0,0,5,0,0.0,0,5,0,0.0,1
1,1,170.0,110.0,0,0,1,1,1,0,6,6,14.142857142857142,0,6,6,13.5,0
1,0,133.1,149.5,0,0,1,1,0,0,6,0,0.0,0,5,0,0.0,1
1,0,120.0,141.0,0,0,1,1,1,5,10,10,13.8,5,10,10,12.8,0
1,0,130.0,130.0,0,0,1,1,0,10,10,10,13.6,5,10,5,13.6,1
