Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole
28,0.0,Travel_Rarely,Sales,26,Bachelor Degree,Life Sciences,3,2,Sales Executive,1,Married,4724,1,No,11,3,1,0,3,3
36,0.0,Travel_Rarely,Research & Development,10,Master,Technical Degree,4,3,Healthcare Representative,3,Married,7094,3,No,12,1,0,0,3,7
28,1.0,Travel_Rarely,Research & Development,24,Bachelor Degree,Life Sciences,3,2,Laboratory Technician,3,Single,2028,5,Yes,14,2,0,4,3,2
26,1.0,Travel_Frequently,Research & Development,3,Below College,Technical Degree,3,3,Research Scientist,1,Single,3102,0,No,22,3,0,2,3,4
31,0.0,Non-Travel,Sales,20,College,Marketing,4,3,Sales Executive,3,Married,6932,1,No,13,4,1,2,2,8
40,0.0,Non-Travel,Sales,28,Bachelor Degree,Other,3,1,Sales Executive,1,Divorced,10932,3,No,15,3,1,2,3,0
27,0.0,Travel_Rarely,Research & Development,16,Master,Technical Degree,3,3,Laboratory Technician,2,Married,2811,9,No,14,2,1,2,3,2
50,0.0,Travel_Frequently,Research & Development,1,Bachelor Degree,Life Sciences,1,3,Research Director,2,Married,18172,3,Yes,19,1,0,1,2,3
33,1.0,Travel_Rarely,Research & Development,15,Below College,Medical,2,3,Manager,3,Married,13610,7,Yes,12,4,0,2,4,6
46,0.0,Travel_Frequently,Research & Development,18,Below College,Medical,1,3,Healthcare Representative,3,Married,10527,5,No,11,4,0,3,2,2
33,1.0,Travel_Rarely,Research & Development,25,Bachelor Degree,Medical,1,2,Research Scientist,2,Single,2313,4,Yes,20,2,0,0,3,2
37,0.0,Travel_Rarely,Research & Development,7,Master,Medical,1,3,Research Director,3,Single,13664,4,No,13,1,0,3,4,2
26,0.0,Travel_Rarely,Sales,29,College,Medical,1,3,Sales Executive,3,Divorced,4306,5,No,12,1,2,5,3,0
50,0.0,Travel_Rarely,Sales,1,Master,Medical,4,3,Manager,4,Divorced,19517,3,No,11,3,1,3,2,0
58,1.0,Travel_Rarely,Research & Development,7,Master,Medical,3,2,Manufacturing Director,1,Married,10008,7,Yes,14,4,0,0,2,9
31,0.0,Travel_Rarely,Research & Development,1,College,Life Sciences,4,2,Laboratory Technician,1,Married,2218,1,No,12,3,1,3,3,2
26,0.0,Travel_Frequently,Research & Development,1,Below College,Medical,1,2,Research Scientist,3,Divorced,2007,1,No,13,3,2,5,3,3
30,1.0,Travel_Frequently,Research & Development,4,Bachelor Degree,Technical Degree,3,3,Research Scientist,4,Single,2285,9,Yes,23,3,0,4,3,0
33,0.0,Travel_Frequently,Sales,7,Bachelor Degree,Medical,4,3,Sales Executive,1,Married,4373,0,No,14,1,2,2,3,3
59,0.0,Travel_Rarely,Sales,1,College,Technical Degree,2,3,Manager,4,Married,11904,3,Yes,14,3,1,1,1,4
45,0.0,Travel_Rarely,Research & Development,20,College,Medical,3,3,Healthcare Representative,4,Married,13496,0,Yes,14,2,0,2,3,7
58,0.0,Travel_Rarely,Research & Development,5,Bachelor Degree,Technical Degree,3,2,Healthcare Representative,2,Divorced,10552,2,Yes,13,4,1,3,3,0
28,0.0,Travel_Rarely,Research & Development,21,Bachelor Degree,Medical,3,3,Research Scientist,4,Married,2713,1,No,11,3,1,2,1,2
30,0.0,Travel_Rarely,Sales,10,Bachelor Degree,Marketing,3,2,Sales Executive,3,Married,6578,1,No,18,1,1,3,3,3
46,0.0,Travel_Frequently,Sales,5,Master,Marketing,1,3,Sales Executive,4,Single,5772,4,Yes,21,3,0,4,3,6
31,1.0,Travel_Frequently,Sales,1,Bachelor Degree,Life Sciences,4,3,Sales Representative,2,Single,2302,1,Yes,11,1,0,2,4,2
31,1.0,Travel_Rarely,Research & Development,8,Bachelor Degree,Life Sciences,1,2,Research Scientist,2,Single,1261,1,No,12,3,0,3,4,0
22,0.0,Travel_Rarely,Research & Development,19,Below College,Medical,3,3,Research Scientist,4,Married,2323,1,No,24,1,2,6,3,2
22,0.0,Non-Travel,Research & Development,16,College,Medical,4,4,Laboratory Technician,4,Divorced,2935,1,Yes,13,2,2,2,2,0
36,0.0,Travel_Rarely,Research & Development,5,Master,Life Sciences,2,2,Research Scientist,1,Married,3419,9,Yes,14,4,1,3,4,1
43,0.0,Travel_Frequently,Research & Development,10,Master,Life Sciences,3,3,Laboratory Technician,4,Single,2455,0,No,19,1,0,5,3,7
35,1.0,Travel_Frequently,Research & Development,25,Master,Life Sciences,4,3,Research Scientist,2,Divorced,2022,1,Yes,19,1,1,3,2,2
60,0.0,Travel_Frequently,Sales,28,Bachelor Degree,Marketing,3,2,Sales Executive,1,Married,10266,4,No,19,4,0,5,4,13
34,0.0,Travel_Rarely,Sales,2,Bachelor Degree,Marketing,3,3,Sales Executive,1,Single,4538,0,Yes,12,4,0,3,3,2
39,1.0,Travel_Rarely,Research & Development,6,Bachelor Degree,Medical,4,3,Laboratory Technician,1,Married,2404,7,Yes,21,4,0,2,1,2
38,0.0,Travel_Rarely,Sales,10,Master,Marketing,3,2,Sales Executive,3,Divorced,8740,0,Yes,14,2,2,2,3,7
33,1.0,Travel_Rarely,Research & Development,10,Below College,Medical,1,1,Laboratory Technician,4,Divorced,3408,7,No,13,1,3,2,3,3
25,0.0,Travel_Rarely,Sales,4,College,Life Sciences,2,2,Sales Executive,4,Single,4487,1,Yes,11,2,0,3,3,4
49,0.0,Travel_Rarely,Research & Development,5,Master,Technical Degree,1,3,Healthcare Representative,3,Married,6651,2,No,14,2,1,0,2,2
45,0.0,Travel_Rarely,Human Resources,24,Master,Medical,2,3,Human Resources,2,Single,2177,1,No,16,1,0,3,3,3
43,0.0,Travel_Rarely,Research & Development,12,Bachelor Degree,Life Sciences,1,2,Research Director,2,Divorced,14336,1,No,11,3,1,3,3,10
34,0.0,Travel_Frequently,Research & Development,15,Bachelor Degree,Medical,2,3,Research Director,1,Divorced,17007,7,No,14,4,2,3,2,8
34,0.0,Travel_Rarely,Sales,10,Master,Life Sciences,3,3,Sales Representative,3,Married,2220,1,Yes,19,4,1,2,3,1
23,0.0,Travel_Rarely,Research & Development,10,Below College,Medical,1,4,Research Scientist,3,Single,3505,1,No,18,4,0,3,3,2
37,0.0,Travel_Rarely,Research & Development,10,Below College,Life Sciences,4,3,Research Scientist,1,Divorced,2782,0,Yes,13,2,2,3,2,3
35,0.0,Travel_Rarely,Sales,8,Master,Life Sciences,1,3,Sales Representative,4,Married,2572,1,No,16,2,1,1,2,2
36,1.0,Travel_Rarely,Sales,3,Below College,Life Sciences,3,2,Sales Executive,4,Married,10325,1,Yes,11,1,1,6,3,7
23,0.0,Travel_Rarely,Research & Development,26,Below College,Life Sciences,3,3,Research Scientist,4,Divorced,2904,1,No,12,3,2,2,2,2
25,0.0,Travel_Rarely,Sales,26,Below College,Medical,3,3,Sales Executive,4,Single,6180,1,No,23,2,0,5,2,5
43,0.0,Non-Travel,Research & Development,7,Bachelor Degree,Medical,4,4,Research Scientist,4,Divorced,2089,4,No,14,4,3,3,4,4
41,1.0,Travel_Rarely,Research & Development,2,Master,Life Sciences,2,1,Laboratory Technician,4,Divorced,2778,4,Yes,13,3,1,1,2,7
25,0.0,Travel_Rarely,Sales,10,Master,Life Sciences,3,3,Sales Executive,4,Single,4950,0,No,14,2,0,4,3,3
52,0.0,Travel_Rarely,Research & Development,4,College,Life Sciences,4,3,Manager,4,Married,16555,2,No,13,4,0,2,1,2
36,0.0,Travel_Frequently,Sales,3,Master,Medical,1,2,Sales Executive,4,Married,9699,4,No,11,1,1,2,3,9
26,0.0,Travel_Rarely,Research & Development,2,College,Medical,4,4,Manufacturing Director,4,Married,5472,1,No,12,2,0,2,3,7
56,0.0,Travel_Frequently,Research & Development,9,Bachelor Degree,Medical,1,3,Research Scientist,3,Married,2942,2,No,19,2,1,4,3,4
34,0.0,Travel_Frequently,Research & Development,10,Master,Medical,4,3,Research Scientist,3,Divorced,3815,1,Yes,17,4,1,4,4,3
38,0.0,Travel_Rarely,Sales,9,Bachelor Degree,Marketing,2,2,Sales Representative,2,Married,2899,0,No,19,4,1,3,3,2
36,0.0,Travel_Rarely,Research & Development,6,Bachelor Degree,Life Sciences,4,3,Laboratory Technician,4,Married,3210,0,No,11,3,1,4,3,13
26,0.0,Travel_Rarely,Research & Development,1,College,Medical,1,2,Laboratory Technician,1,Married,3955,1,No,16,1,2,2,3,3
29,1.0,Travel_Rarely,Sales,23,Below College,Life Sciences,4,2,Sales Executive,1,Married,7336,1,No,13,1,1,3,1,8
27,0.0,Travel_Rarely,Research & Development,17,Bachelor Degree,Technical Degree,3,3,Research Scientist,2,Married,3058,0,Yes,16,4,1,3,2,2
31,1.0,Travel_Frequently,Sales,1,Master,Life Sciences,2,1,Sales Representative,3,Single,1359,1,No,12,2,0,3,3,0
43,0.0,Travel_Frequently,Sales,15,Bachelor Degree,Life Sciences,4,2,Sales Executive,4,Married,6804,3,No,18,3,1,5,3,2
36,0.0,Non-Travel,Sales,8,Master,Life Sciences,1,2,Sales Executive,1,Single,7587,1,No,15,2,0,1,3,7
40,0.0,Travel_Rarely,Research & Development,1,Master,Life Sciences,2,3,Laboratory Technician,2,Married,2387,3,No,22,3,1,3,3,2
22,0.0,Travel_Rarely,Research & Development,2,Below College,Technical Degree,3,3,Laboratory Technician,4,Married,2523,0,No,14,3,1,2,3,1
26,0.0,Travel_Rarely,Research & Development,3,Master,Medical,1,4,Laboratory Technician,4,Married,4420,1,No,22,2,1,2,3,7
31,0.0,Travel_Rarely,Research & Development,7,Master,Medical,3,3,Manufacturing Director,4,Single,7143,1,Yes,14,3,0,2,2,9
52,1.0,Travel_Rarely,Sales,5,Bachelor Degree,Life Sciences,2,3,Sales Executive,2,Single,8446,9,Yes,19,3,0,2,2,7
28,0.0,Travel_Rarely,Research & Development,9,Bachelor Degree,Medical,4,3,Research Scientist,4,Married,2070,1,No,23,4,1,3,2,2
37,0.0,Travel_Rarely,Research & Development,4,Below College,Life Sciences,3,3,Research Scientist,3,Married,2996,7,Yes,15,4,0,2,3,4
42,0.0,Travel_Rarely,Research & Development,29,Bachelor Degree,Medical,2,1,Laboratory Technician,4,Single,4272,4,No,19,1,0,3,3,0
44,0.0,Non-Travel,Research & Development,17,Bachelor Degree,Life Sciences,4,1,Research Scientist,3,Single,2290,2,No,13,4,0,3,3,0
28,0.0,Travel_Rarely,Sales,10,Below College,Medical,4,3,Sales Representative,2,Married,1052,1,No,22,2,0,5,3,0
31,0.0,Travel_Rarely,Research & Development,11,College,Medical,3,3,Healthcare Representative,1,Married,6833,1,Yes,12,4,0,2,2,5
19,1.0,Travel_Rarely,Research & Development,2,Bachelor Degree,Life Sciences,2,2,Laboratory Technician,4,Single,1102,1,No,22,3,0,3,2,0
37,1.0,Travel_Rarely,Research & Development,2,College,Other,4,2,Laboratory Technician,3,Single,2090,6,Yes,15,2,0,3,3,0
45,0.0,Travel_Rarely,Research & Development,2,Bachelor Degree,Life Sciences,2,2,Research Scientist,3,Single,2274,1,No,14,4,0,3,3,0
50,0.0,Travel_Rarely,Research & Development,9,Bachelor Degree,Life Sciences,1,3,Laboratory Technician,4,Married,2380,4,No,18,2,0,5,3,0
51,0.0,Travel_Frequently,Research & Development,1,Master,Medical,1,2,Healthcare Representative,1,Single,7484,3,No,20,3,0,1,2,12
42,0.0,Travel_Rarely,Research & Development,7,Master,Medical,2,4,Research Scientist,2,Married,2372,6,Yes,16,4,0,2,3,0
32,0.0,Travel_Rarely,Sales,6,Master,Medical,2,3,Sales Executive,3,Single,5010,1,No,16,1,0,0,3,8
32,0.0,Travel_Frequently,Sales,9,College,Medical,4,1,Sales Executive,4,Divorced,4668,0,No,17,4,3,2,4,7
32,0.0,Travel_Rarely,Research & Development,1,Below College,Life Sciences,4,3,Research Scientist,1,Single,2956,1,No,13,4,0,2,3,0
33,0.0,Travel_Rarely,Sales,10,Doctor,Marketing,4,4,Sales Executive,3,Divorced,8380,0,Yes,14,4,2,3,3,8
47,0.0,Travel_Rarely,Sales,4,College,Life Sciences,4,3,Sales Executive,4,Single,4163,1,Yes,17,3,0,0,3,0
20,1.0,Travel_Rarely,Research & Development,11,Bachelor Degree,Medical,4,2,Research Scientist,1,Single,2600,1,Yes,15,1,0,2,3,0
29,1.0,Travel_Rarely,Research & Development,25,Doctor,Technical Degree,3,2,Research Scientist,2,Married,2546,5,No,16,2,0,2,4,2
35,0.0,Travel_Frequently,Sales,11,College,Marketing,4,3,Sales Executive,4,Divorced,4968,1,No,11,4,1,3,3,2
29,0.0,Travel_Rarely,Research & Development,23,Bachelor Degree,Life Sciences,4,3,Research Scientist,4,Single,2201,9,No,16,4,0,4,3,2
24,1.0,Travel_Rarely,Sales,3,College,Life Sciences,1,3,Sales Executive,3,Single,4577,9,No,14,1,0,3,3,2
32,0.0,Travel_Rarely,Sales,4,College,Life Sciences,3,3,Sales Representative,2,Married,3931,2,No,11,1,1,5,3,3
28,0.0,Non-Travel,Research & Development,1,Bachelor Degree,Life Sciences,3,1,Laboratory Technician,4,Married,6674,0,No,11,1,3,6,3,8
35,0.0,Travel_Rarely,Research & Development,22,Bachelor Degree,Life Sciences,2,4,Manager,2,Divorced,11996,7,No,18,2,1,6,2,7
34,0.0,Travel_Rarely,Research & Development,8,Doctor,Life Sciences,2,3,Manufacturing Director,1,Divorced,5121,3,No,14,3,1,3,3,0
36,0.0,Travel_Rarely,Research & Development,9,College,Medical,2,2,Manufacturing Director,2,Divorced,8847,2,Yes,11,3,1,2,3,2
52,0.0,Travel_Rarely,Research & Development,1,Master,Life Sciences,3,2,Manager,3,Married,19999,0,No,14,1,1,5,3,18
35,0.0,Travel_Frequently,Research & Development,2,Bachelor Degree,Medical,2,3,Laboratory Technician,2,Single,4425,5,No,11,4,0,5,3,2
44,0.0,Travel_Rarely,Research & Development,10,Master,Other,4,3,Healthcare Representative,4,Married,6465,2,Yes,13,4,0,5,4,2
22,1.0,Travel_Rarely,Research & Development,3,Below College,Life Sciences,2,3,Manufacturing Director,3,Married,4171,0,Yes,19,1,1,3,4,2
40,0.0,Travel_Rarely,Research & Development,2,Below College,Medical,4,2,Research Scientist,4,Single,2342,0,Yes,20,4,0,2,2,2
33,1.0,Travel_Rarely,Sales,9,Master,Marketing,1,3,Sales Executive,1,Single,8224,0,Yes,17,1,0,3,3,2
50,0.0,Travel_Frequently,Human Resources,3,Bachelor Degree,Medical,1,3,Manager,2,Married,18200,1,No,11,3,1,2,3,5
50,0.0,Travel_Frequently,Research & Development,2,Bachelor Degree,Medical,4,3,Manager,1,Married,17856,2,No,22,3,1,3,3,2
57,0.0,Travel_Rarely,Research & Development,1,Master,Medical,4,3,Healthcare Representative,3,Married,6755,2,No,11,3,0,2,3,2
35,1.0,Travel_Frequently,Sales,18,Master,Marketing,4,3,Sales Executive,3,Married,4614,0,Yes,18,3,1,0,2,2
30,0.0,Travel_Rarely,Research & Development,17,Master,Medical,2,3,Manager,1,Married,11916,1,Yes,23,4,2,2,3,1
31,0.0,Travel_Rarely,Sales,6,Master,Medical,1,4,Sales Executive,4,Divorced,5460,4,No,22,4,2,4,4,7
52,0.0,Non-Travel,Sales,2,Master,Life Sciences,1,2,Manager,3,Single,19068,1,Yes,18,4,0,2,4,7
33,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Life Sciences,2,2,Healthcare Representative,4,Single,6949,0,No,14,1,0,3,3,0
33,0.0,Non-Travel,Sales,22,College,Marketing,3,3,Sales Executive,2,Married,6146,0,No,13,1,1,2,4,7
34,0.0,Travel_Rarely,Research & Development,29,Bachelor Degree,Medical,2,3,Laboratory Technician,3,Married,5429,4,No,13,1,2,1,3,7
51,0.0,Travel_Rarely,Research & Development,9,Master,Life Sciences,4,3,Laboratory Technician,4,Married,2075,3,No,23,2,2,4,3,2
50,0.0,Travel_Rarely,Research & Development,4,Below College,Life Sciences,1,3,Research Director,2,Divorced,19144,3,No,14,1,2,4,2,4
46,0.0,Travel_Rarely,Sales,4,College,Marketing,4,2,Manager,2,Married,18789,2,No,14,3,1,2,3,4
22,0.0,Travel_Rarely,Research & Development,8,Below College,Life Sciences,2,1,Laboratory Technician,1,Married,2451,1,No,15,1,1,3,2,3
29,0.0,Travel_Frequently,Sales,1,Below College,Medical,2,3,Sales Executive,4,Married,7918,1,No,14,4,1,5,3,10
22,0.0,Travel_Rarely,Research & Development,5,Bachelor Degree,Life Sciences,4,4,Research Scientist,2,Divorced,2328,1,Yes,16,1,1,2,2,2
46,0.0,Travel_Rarely,Sales,2,Bachelor Degree,Marketing,3,3,Manager,1,Married,17048,8,No,23,1,0,2,3,15
29,0.0,Travel_Rarely,Human Resources,17,Bachelor Degree,Other,2,2,Human Resources,1,Single,7988,1,No,13,1,0,3,2,9
38,0.0,Travel_Frequently,Research & Development,29,Doctor,Life Sciences,4,3,Laboratory Technician,4,Single,2406,1,No,11,4,0,2,3,3
41,0.0,Travel_Rarely,Research & Development,14,Bachelor Degree,Life Sciences,1,3,Research Scientist,3,Divorced,2451,4,No,12,1,1,2,3,8
40,0.0,Non-Travel,Research & Development,9,Master,Other,3,3,Laboratory Technician,3,Divorced,3975,3,No,11,3,2,2,4,7
31,0.0,Non-Travel,Sales,2,Master,Life Sciences,4,3,Sales Executive,3,Divorced,9852,1,Yes,19,1,1,5,2,8
50,0.0,Travel_Frequently,Sales,12,Bachelor Degree,Marketing,3,3,Sales Executive,4,Single,9208,4,No,11,4,0,3,3,2
51,0.0,Travel_Rarely,Human Resources,5,Bachelor Degree,Life Sciences,3,3,Manager,2,Divorced,14026,1,Yes,11,2,1,2,3,9
31,0.0,Travel_Frequently,Research & Development,7,College,Life Sciences,3,2,Manufacturing Director,3,Married,8943,1,No,24,1,1,2,3,9
45,0.0,Travel_Rarely,Research & Development,9,Bachelor Degree,Life Sciences,2,3,Laboratory Technician,2,Divorced,2348,8,No,18,3,1,2,1,9
52,0.0,Non-Travel,Research & Development,19,Master,Medical,4,3,Research Scientist,4,Married,4258,0,No,18,1,1,3,3,3
58,1.0,Travel_Rarely,Research & Development,23,Master,Medical,4,3,Healthcare Representative,4,Married,10312,1,No,12,4,1,3,2,10
30,1.0,Travel_Rarely,Research & Development,3,Bachelor Degree,Technical Degree,4,3,Research Scientist,1,Single,2657,5,Yes,11,3,0,5,3,2
29,0.0,Travel_Rarely,Sales,2,Bachelor Degree,Medical,1,2,Sales Executive,2,Married,6644,2,No,19,2,2,2,3,0
44,0.0,Travel_Rarely,Research & Development,7,Master,Medical,1,2,Healthcare Representative,4,Married,10248,3,No,14,4,1,4,3,6
36,0.0,Travel_Frequently,Research & Development,11,Bachelor Degree,Life Sciences,2,2,Manufacturing Director,2,Single,6499,1,No,13,3,0,3,3,5
31,0.0,Travel_Rarely,Research & Development,9,Master,Life Sciences,3,2,Research Scientist,2,Single,2657,0,Yes,16,4,0,5,3,2
21,0.0,Travel_Rarely,Research & Development,1,Below College,Technical Degree,4,2,Research Scientist,2,Single,2070,1,Yes,11,3,0,6,4,2
36,0.0,Travel_Frequently,Sales,11,College,Technical Degree,2,3,Sales Executive,4,Married,9738,0,No,14,3,1,6,3,7
25,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Life Sciences,1,3,Manufacturing Director,3,Married,4898,0,No,12,4,2,3,3,2
46,0.0,Non-Travel,Research & Development,7,Master,Medical,3,3,Manufacturing Director,3,Married,5258,2,No,14,3,0,2,4,0
29,0.0,Travel_Rarely,Research & Development,9,Doctor,Other,2,2,Laboratory Technician,4,Single,3983,0,No,17,3,0,2,3,2
44,1.0,Travel_Frequently,Research & Development,24,Bachelor Degree,Life Sciences,4,3,Laboratory Technician,3,Divorced,3161,3,Yes,22,4,1,0,1,0
26,0.0,Travel_Rarely,Sales,1,Bachelor Degree,Life Sciences,3,3,Sales Executive,3,Married,5296,1,No,17,2,1,3,3,7
55,0.0,Non-Travel,Research & Development,2,Below College,Medical,3,2,Manager,1,Single,16756,7,No,15,2,0,3,4,7
35,0.0,Travel_Rarely,Research & Development,4,College,Other,3,3,Laboratory Technician,4,Divorced,1951,1,No,12,3,1,3,3,0
29,1.0,Travel_Frequently,Research & Development,14,Below College,Other,3,3,Healthcare Representative,4,Single,7553,0,Yes,12,1,0,1,3,7
32,0.0,Travel_Rarely,Research & Development,3,Master,Medical,3,3,Manufacturing Director,1,Married,6725,1,No,12,3,1,2,4,7
41,1.0,Travel_Rarely,Sales,20,College,Marketing,2,3,Sales Representative,2,Single,3140,1,Yes,22,4,0,5,2,3
28,1.0,Travel_Rarely,Research & Development,2,Master,Medical,3,3,Research Scientist,3,Single,4382,6,No,17,4,0,3,2,2
35,0.0,Travel_Frequently,Research & Development,4,Master,Life Sciences,3,3,Research Scientist,3,Single,4249,1,Yes,11,2,0,3,3,6
28,0.0,Travel_Frequently,Research & Development,1,Master,Medical,4,3,Laboratory Technician,3,Single,2154,0,Yes,11,3,0,2,2,2
45,0.0,Travel_Frequently,Research & Development,7,Master,Life Sciences,1,4,Manufacturing Director,3,Married,6434,4,No,17,4,1,1,3,2
42,0.0,Travel_Rarely,Research & Development,29,Bachelor Degree,Life Sciences,2,3,Manufacturing Director,2,Married,4434,1,No,13,4,1,3,2,8
29,0.0,Non-Travel,Sales,2,Bachelor Degree,Life Sciences,4,3,Sales Executive,3,Married,4649,1,No,14,1,1,3,2,3
26,0.0,Travel_Rarely,Research & Development,4,College,Life Sciences,3,3,Research Scientist,4,Single,2875,1,Yes,20,2,0,2,2,5
59,0.0,Travel_Rarely,Sales,25,Bachelor Degree,Life Sciences,1,3,Sales Executive,1,Single,7637,7,No,11,4,0,3,2,16
31,0.0,Travel_Rarely,Research & Development,26,Below College,Life Sciences,1,3,Research Scientist,3,Divorced,2911,1,No,17,4,1,1,2,2
52,0.0,Travel_Rarely,Research & Development,3,Bachelor Degree,Medical,4,2,Manufacturing Director,3,Married,7969,2,Yes,14,3,0,4,3,4
38,0.0,Travel_Rarely,Research & Development,17,Below College,Life Sciences,3,2,Healthcare Representative,3,Married,8823,0,No,18,1,1,4,2,9
30,0.0,Travel_Rarely,Research & Development,2,Below College,Medical,2,2,Laboratory Technician,4,Single,2720,0,No,13,4,0,3,3,3
39,1.0,Travel_Frequently,Research & Development,2,Bachelor Degree,Life Sciences,1,3,Healthcare Representative,4,Divorced,12169,7,No,11,4,3,4,3,7
34,0.0,Non-Travel,Research & Development,3,Master,Life Sciences,3,2,Research Scientist,4,Married,2979,3,No,17,4,3,2,3,0
41,0.0,Travel_Rarely,Research & Development,19,College,Life Sciences,3,3,Research Scientist,1,Divorced,3072,2,No,16,1,2,2,2,0
26,1.0,Travel_Rarely,Research & Development,24,Bachelor Degree,Technical Degree,3,1,Laboratory Technician,4,Single,2340,1,Yes,18,2,0,3,1,0
42,0.0,Travel_Frequently,Research & Development,2,Below College,Medical,2,3,Research Scientist,4,Single,2515,5,Yes,14,4,0,2,3,1
41,0.0,Travel_Rarely,Human Resources,1,Bachelor Degree,Human Resources,4,2,Manager,3,Married,19189,1,No,12,2,1,3,3,7
30,0.0,Travel_Rarely,Sales,16,Below College,Life Sciences,4,3,Sales Executive,3,Married,5301,8,No,15,3,2,2,2,1
30,0.0,Non-Travel,Research & Development,9,Bachelor Degree,Medical,3,3,Laboratory Technician,1,Divorced,3072,1,No,11,3,2,4,3,9
19,1.0,Travel_Rarely,Sales,21,Bachelor Degree,Other,4,2,Sales Representative,2,Single,2121,1,Yes,13,2,0,3,4,0
27,0.0,Travel_Rarely,Research & Development,4,Bachelor Degree,Life Sciences,2,3,Research Scientist,3,Single,2318,1,No,19,3,0,2,3,1
38,0.0,Travel_Rarely,Sales,3,Bachelor Degree,Life Sciences,1,3,Sales Executive,3,Divorced,10609,0,No,12,3,2,6,2,10
36,0.0,Non-Travel,Sales,8,Master,Technical Degree,1,3,Sales Executive,4,Divorced,5079,4,No,13,4,2,3,3,7
32,1.0,Travel_Rarely,Research & Development,9,Bachelor Degree,Medical,1,3,Laboratory Technician,1,Single,4200,7,No,22,1,0,2,4,4
39,0.0,Travel_Rarely,Sales,4,Master,Life Sciences,4,2,Sales Executive,3,Married,5902,4,No,14,3,1,1,4,11
33,1.0,Travel_Frequently,Research & Development,3,Bachelor Degree,Life Sciences,1,3,Research Scientist,1,Single,3348,1,Yes,11,1,0,3,3,8
46,0.0,Travel_Rarely,Research & Development,18,Bachelor Degree,Medical,3,3,Manufacturing Director,3,Divorced,4810,2,No,14,3,1,5,2,7
46,0.0,Travel_Rarely,Sales,10,Bachelor Degree,Marketing,3,2,Sales Executive,4,Married,9071,2,Yes,19,3,1,3,3,2
41,0.0,Travel_Rarely,Research & Development,6,Bachelor Degree,Medical,4,3,Laboratory Technician,1,Single,4721,2,Yes,13,3,0,3,3,13
39,0.0,Travel_Rarely,Human Resources,3,Bachelor Degree,Human Resources,3,4,Human Resources,2,Married,6389,9,No,15,3,1,3,1,3
34,1.0,Non-Travel,Sales,19,Bachelor Degree,Marketing,1,4,Sales Executive,4,Single,5304,8,Yes,13,2,0,3,2,2
34,0.0,Travel_Rarely,Research & Development,7,Master,Life Sciences,1,3,Research Director,2,Single,11994,0,No,11,3,0,4,3,6
29,0.0,Travel_Rarely,Sales,10,Below College,Marketing,4,2,Sales Executive,2,Divorced,8268,1,Yes,14,1,2,2,3,7
37,0.0,Travel_Rarely,Research & Development,21,Bachelor Degree,Life Sciences,2,4,Research Scientist,1,Married,3564,1,Yes,12,1,1,3,2,7
35,0.0,Travel_Rarely,Research & Development,8,Below College,Life Sciences,4,4,Laboratory Technician,4,Married,2269,1,No,19,4,0,2,3,0
46,0.0,Travel_Rarely,Research & Development,1,Master,Medical,4,3,Healthcare Representative,1,Divorced,9396,7,No,16,3,1,3,3,2
47,1.0,Travel_Frequently,Sales,27,College,Life Sciences,2,4,Sales Executive,3,Single,6397,4,Yes,12,4,0,2,3,4
30,0.0,Travel_Frequently,Research & Development,5,Master,Life Sciences,2,2,Research Scientist,4,Divorced,3761,9,No,12,2,1,3,2,4
29,0.0,Travel_Rarely,Research & Development,28,Master,Life Sciences,3,3,Research Scientist,4,Divorced,2514,4,No,22,1,1,1,3,5
50,0.0,Travel_Rarely,Research & Development,28,Below College,Medical,4,4,Laboratory Technician,3,Married,3221,1,Yes,11,3,3,3,3,8
34,0.0,Travel_Rarely,Sales,9,Below College,Life Sciences,2,3,Sales Executive,3,Married,5714,1,No,20,1,0,3,2,5
31,1.0,Travel_Rarely,Research & Development,22,Master,Medical,4,3,Manufacturing Director,3,Married,6179,1,Yes,15,4,2,3,2,2
48,0.0,Travel_Rarely,Research & Development,6,Bachelor Degree,Life Sciences,1,2,Healthcare Representative,3,Single,4240,2,No,13,4,0,0,3,2
43,0.0,Travel_Rarely,Research & Development,8,Master,Other,3,3,Healthcare Representative,3,Divorced,4522,4,Yes,14,4,0,3,3,2
34,0.0,Travel_Rarely,Sales,21,Master,Life Sciences,4,4,Sales Executive,4,Single,5337,1,No,12,4,0,3,3,7
60,0.0,Travel_Rarely,Sales,7,Master,Marketing,2,4,Sales Executive,4,Divorced,5220,0,Yes,18,2,1,3,3,7
52,0.0,Travel_Rarely,Research & Development,8,Master,Other,3,3,Laboratory Technician,1,Married,2950,9,No,13,3,0,2,1,4
25,0.0,Travel_Rarely,Research & Development,7,Below College,Medical,4,2,Research Scientist,4,Married,2889,1,No,11,3,2,2,3,2
46,0.0,Travel_Rarely,Sales,2,Master,Marketing,2,3,Manager,1,Single,18947,3,No,12,4,0,2,2,2
